Date,Price,Open,High,Low,Vol.,Change %,Year
2017-06-07,76.96,76.64,77.16,76.35,2.56M,-0.10%,2017
2017-06-06,77.04,76.69,77.1,76.32,1.71M,0.23%,2017
2017-06-05,76.86,76.19,77.23,76.19,2.25M,0.64%,2017
2017-06-02,76.37,76.17,76.81,75.85,2.15M,-0.33%,2017
2017-06-01,76.62,76.38,76.71,75.9,2.50M,0.67%,2017
2017-05-31,76.11,76.9,77.23,76.0,3.84M,-1.16%,2017
2017-05-30,77.0,77.28,77.68,76.82,1.92M,-0.57%,2017
2017-05-26,77.44,77.63,77.91,77.15,2.30M,0.03%,2017
2017-05-25,77.42,78.51,78.88,77.22,2.77M,-1.10%,2017
2017-05-24,78.28,78.11,78.61,77.91,1.43M,0.18%,2017
2017-05-23,78.14,78.75,78.79,78.09,2.98M,-0.52%,2017
2017-05-22,78.55,78.31,78.79,78.21,1.39M,0.38%,2017
2017-05-19,78.25,77.66,78.53,77.35,2.29M,0.90%,2017
2017-05-18,77.55,77.38,77.94,76.81,2.53M,-0.15%,2017
2017-05-17,77.67,78.33,78.78,77.63,2.21M,-1.11%,2017
2017-05-16,78.54,79.44,79.47,78.22,2.01M,-1.97%,2017
2017-05-15,80.12,80.29,80.68,79.83,1.73M,0.41%,2017
2017-05-12,79.79,79.47,79.98,79.3,1.44M,0.34%,2017
2017-05-11,79.52,79.9,80.02,79.21,1.44M,-0.29%,2017
2017-05-10,79.75,79.77,80.04,79.46,1.69M,0.19%,2017
2017-05-09,79.6,79.54,80.11,79.38,1.46M,-0.05%,2017
2017-05-08,79.64,79.07,79.73,78.79,1.87M,0.37%,2017
2017-05-05,79.35,78.33,79.43,78.32,1.76M,1.42%,2017
2017-05-04,78.24,79.3,79.3,78.0,2.16M,-1.70%,2017
2017-05-03,79.59,78.91,79.75,78.74,1.95M,0.42%,2017
2017-05-02,79.26,79.93,80.07,79.06,2.20M,-0.38%,2017
2017-05-01,79.56,79.52,80.34,79.32,2.63M,0.00%,2017
2017-04-28,79.56,79.6,80.94,79.07,5.26M,1.93%,2017
2017-04-27,78.05,78.01,78.13,76.93,3.00M,-0.08%,2017
2017-04-26,78.11,77.93,78.89,77.66,2.98M,0.04%,2017
2017-04-25,78.08,77.6,78.18,77.25,2.63M,0.74%,2017
2017-04-24,77.51,77.12,77.59,76.74,2.48M,1.52%,2017
2017-04-21,76.35,75.6,76.59,75.6,2.56M,0.79%,2017
2017-04-20,75.75,75.5,76.37,75.33,1.68M,0.56%,2017
2017-04-19,75.33,75.94,76.15,75.14,2.51M,-0.79%,2017
2017-04-18,75.93,76.65,76.99,75.64,2.33M,-1.40%,2017
2017-04-17,77.01,76.66,77.01,76.57,1.55M,0.44%,2017
2017-04-13,76.67,77.26,77.69,76.45,2.61M,-0.92%,2017
2017-04-12,77.38,78.13,78.26,77.26,2.01M,-0.64%,2017
