Date,Price,Open,High,Low,Vol.,Change %,Year
2017-12-04,46.57,47.05,47.64,46.39,4.71M,-1.10%,2017
2017-12-01,47.09,46.25,47.81,46.05,5.44M,2.64%,2017
2017-11-30,45.88,45.2,46.4,45.18,4.80M,2.39%,2017
2017-11-29,44.81,43.33,44.83,43.3,3.47M,3.30%,2017
2017-11-28,43.38,43.07,43.56,42.72,3.07M,0.65%,2017
2017-11-27,43.1,43.94,44.11,42.9,4.75M,-2.93%,2017
2017-11-24,44.4,43.83,44.62,43.79,1.63M,2.19%,2017
2017-11-22,43.45,43.57,43.86,43.18,4.05M,0.88%,2017
2017-11-21,43.07,43.75,44.08,42.81,3.39M,-1.12%,2017
2017-11-20,43.56,44.16,44.16,43.2,2.78M,-2.22%,2017
2017-11-17,44.55,44.36,44.91,44.21,3.95M,1.04%,2017
2017-11-16,44.09,43.99,44.68,43.81,4.60M,0.96%,2017
2017-11-15,43.67,44.14,44.27,43.32,5.16M,-2.76%,2017
2017-11-14,44.91,46.18,46.41,44.71,5.41M,-3.61%,2017
2017-11-13,46.59,46.85,46.9,45.89,3.54M,-1.10%,2017
2017-11-10,47.11,47.47,47.66,46.52,2.16M,-0.88%,2017
2017-11-09,47.53,46.83,47.84,46.83,3.65M,0.96%,2017
2017-11-08,47.08,47.86,48.0,46.8,3.70M,-1.81%,2017
2017-11-07,47.95,48.3,48.73,47.63,3.56M,-0.58%,2017
2017-11-06,48.23,45.69,48.29,45.54,6.79M,6.09%,2017
2017-11-03,45.46,44.28,45.8,44.18,5.04M,2.36%,2017
2017-11-02,44.41,44.13,44.84,43.68,3.50M,0.25%,2017
2017-11-01,44.3,44.7,45.99,43.75,4.65M,0.32%,2017
2017-10-31,44.16,43.56,44.44,43.48,4.07M,1.15%,2017
2017-10-30,43.66,43.72,44.59,43.44,5.29M,0.28%,2017
2017-10-27,43.54,40.79,43.77,40.55,6.49M,5.47%,2017
2017-10-26,41.28,42.26,42.38,40.26,6.73M,-2.20%,2017
2017-10-25,42.21,43.07,43.34,41.03,12.13M,-4.20%,2017
2017-10-24,44.06,45.99,46.71,43.73,8.31M,-2.54%,2017
2017-10-23,45.21,45.29,45.73,44.79,5.25M,0.40%,2017
2017-10-20,45.03,45.25,45.34,44.69,3.03M,-0.04%,2017
2017-10-19,45.05,45.33,45.88,44.82,2.10M,-1.79%,2017
2017-10-18,45.87,46.03,46.79,45.8,2.15M,-0.20%,2017
2017-10-17,45.96,46.06,46.19,45.49,2.88M,-0.17%,2017
2017-10-16,46.04,45.39,46.44,45.34,4.42M,2.33%,2017
2017-10-13,44.99,44.74,45.4,44.63,2.62M,1.79%,2017
2017-10-12,44.2,43.8,44.31,43.36,2.76M,-0.29%,2017
2017-10-11,44.33,44.33,44.59,43.85,3.87M,0.05%,2017
2017-10-10,44.31,44.89,45.23,44.19,3.19M,-0.05%,2017
2017-10-09,44.33,44.65,44.81,44.1,2.25M,-0.58%,2017
2017-10-06,44.59,44.82,45.03,44.2,4.69M,-2.02%,2017
2017-10-05,45.51,45.57,46.02,45.32,3.51M,0.55%,2017
2017-10-04,45.26,46.0,46.12,45.1,2.29M,-0.94%,2017
2017-10-03,45.69,46.24,46.24,45.31,3.38M,-1.30%,2017
2017-10-02,46.29,46.07,46.4,45.57,3.89M,-1.28%,2017
2017-09-29,46.89,46.36,47.19,46.08,3.49M,0.75%,2017
2017-09-28,46.54,47.14,47.68,46.12,6.83M,-0.85%,2017
2017-09-27,46.94,46.29,47.06,45.8,4.84M,1.34%,2017
2017-09-26,46.32,45.85,46.5,45.46,3.78M,0.48%,2017
2017-09-25,46.1,44.87,46.27,44.76,6.36M,3.60%,2017
2017-09-22,44.5,43.51,44.54,43.48,3.43M,1.99%,2017
2017-09-21,43.63,43.43,43.82,43.01,3.52M,0.39%,2017
2017-09-20,43.46,42.99,43.57,42.91,4.05M,1.71%,2017
2017-09-19,42.73,42.54,42.8,42.08,3.21M,0.59%,2017
2017-09-18,42.48,41.99,42.67,41.99,4.51M,0.74%,2017
2017-09-15,42.17,41.99,42.23,41.56,4.53M,-0.19%,2017
2017-09-14,42.25,42.21,42.81,41.95,5.08M,0.28%,2017
2017-09-13,42.13,41.54,42.4,41.54,5.30M,1.71%,2017
2017-09-12,41.42,41.08,41.85,40.74,3.36M,1.22%,2017
2017-09-11,40.92,40.4,41.06,40.24,3.57M,1.61%,2017
2017-09-08,40.27,41.15,41.33,40.01,3.44M,-2.56%,2017
2017-09-07,41.33,40.88,41.37,40.6,3.18M,0.71%,2017
2017-09-06,41.04,40.33,41.25,40.08,2.77M,2.45%,2017
2017-09-05,40.06,39.77,40.14,39.43,5.13M,1.55%,2017
2017-09-01,39.45,38.98,39.62,38.51,2.02M,1.41%,2017
2017-08-31,38.9,38.73,39.33,38.19,3.42M,1.22%,2017
2017-08-30,38.43,37.82,38.53,37.25,3.51M,0.79%,2017
2017-08-29,38.13,37.91,38.22,37.37,3.79M,-0.44%,2017
2017-08-28,38.3,38.61,38.66,37.41,3.58M,-0.52%,2017
2017-08-25,38.5,38.42,38.93,38.18,2.63M,0.36%,2017
2017-08-24,38.36,38.65,38.77,38.2,2.01M,-1.11%,2017
2017-08-23,38.79,38.36,39.27,38.17,4.02M,0.49%,2017
2017-08-22,38.6,38.31,38.62,38.03,3.77M,1.34%,2017
2017-08-21,38.09,38.36,38.48,37.59,3.10M,-0.94%,2017
2017-08-18,38.45,38.22,39.15,37.55,6.39M,0.21%,2017
2017-08-17,38.37,39.11,39.42,38.26,4.75M,-2.34%,2017
2017-08-16,39.29,40.77,40.83,39.16,3.40M,-3.46%,2017
2017-08-15,40.7,40.42,40.9,39.78,3.07M,0.39%,2017
2017-08-14,40.54,41.36,41.47,40.52,3.84M,-1.91%,2017
2017-08-11,41.33,41.52,41.91,41.05,2.10M,-0.98%,2017
2017-08-10,41.74,42.61,43.03,41.62,3.55M,-1.46%,2017
2017-08-09,42.36,42.9,43.15,41.97,2.70M,-0.61%,2017
2017-08-08,42.62,42.72,43.77,42.4,2.86M,-0.56%,2017
2017-08-07,42.86,44.01,44.12,42.65,4.36M,-3.36%,2017
2017-08-04,44.35,43.26,44.55,43.26,4.48M,2.64%,2017
2017-08-03,43.21,44.07,44.3,42.67,3.63M,-1.80%,2017
2017-08-02,44.0,42.72,44.24,42.36,3.34M,1.95%,2017
2017-08-01,43.16,44.51,44.51,43.05,4.39M,-3.10%,2017
2017-07-31,44.54,44.75,44.96,43.74,3.73M,-0.58%,2017
2017-07-28,44.8,43.83,45.91,43.83,4.98M,1.86%,2017
2017-07-27,43.98,43.44,43.99,42.95,4.49M,1.17%,2017
2017-07-26,43.47,46.2,46.59,43.42,7.44M,-4.19%,2017
2017-07-25,45.37,44.96,45.94,44.96,5.75M,2.81%,2017
2017-07-24,44.13,43.76,44.24,43.51,3.97M,1.54%,2017
2017-07-21,43.46,43.89,44.22,43.28,3.39M,-1.34%,2017
2017-07-20,44.05,45.35,45.4,43.96,2.85M,-1.98%,2017
2017-07-19,44.94,43.26,45.03,43.24,3.37M,3.64%,2017
2017-07-18,43.36,43.94,44.1,43.14,2.27M,-0.53%,2017
2017-07-17,43.59,43.7,44.22,43.56,2.43M,-0.84%,2017
2017-07-14,43.96,43.47,44.12,43.33,3.30M,1.50%,2017
2017-07-13,43.31,43.13,43.35,42.75,2.76M,0.42%,2017
2017-07-12,43.13,43.77,44.19,42.79,3.64M,0.16%,2017
2017-07-11,43.06,42.28,43.28,41.88,2.98M,1.41%,2017
2017-07-10,42.46,41.63,42.72,41.45,3.82M,1.60%,2017
2017-07-07,41.79,42.41,42.45,41.01,5.95M,-2.43%,2017
2017-07-06,42.83,43.75,44.48,42.73,3.93M,-1.22%,2017
2017-07-05,43.36,44.88,45.07,43.05,5.88M,-4.54%,2017
2017-07-03,45.42,44.19,45.67,44.19,2.60M,3.53%,2017
2017-06-30,43.87,43.42,44.24,42.96,4.77M,2.02%,2017
2017-06-29,43.0,42.23,43.48,42.1,8.26M,2.16%,2017
2017-06-28,42.09,41.5,42.65,41.34,5.79M,1.74%,2017
2017-06-27,41.37,41.59,41.84,41.11,4.29M,-0.53%,2017
2017-06-26,41.59,41.55,41.8,40.85,2.68M,0.46%,2017
2017-06-23,41.4,41.3,41.89,41.01,4.38M,0.95%,2017
2017-06-22,41.01,40.44,41.39,39.89,6.83M,1.74%,2017
2017-06-21,40.31,41.49,42.13,40.02,6.28M,-3.08%,2017
2017-06-20,41.59,42.35,42.35,40.02,8.20M,-3.19%,2017
2017-06-19,42.96,43.62,43.63,42.81,5.30M,-1.51%,2017
2017-06-16,43.62,43.93,44.39,42.67,7.79M,0.30%,2017
2017-06-15,43.49,44.76,44.95,43.1,5.40M,-3.97%,2017
2017-06-14,45.29,46.1,46.11,44.58,5.29M,-2.75%,2017
2017-06-13,46.57,45.35,46.66,45.32,3.71M,2.62%,2017
2017-06-12,45.38,45.99,46.67,45.2,3.97M,-0.24%,2017
2017-06-09,45.49,43.68,45.53,43.42,4.41M,4.60%,2017
2017-06-08,43.49,44.38,45.07,43.41,5.43M,-2.92%,2017
2017-06-07,44.8,46.73,47.1,44.57,5.19M,-4.56%,2017
2017-06-06,46.94,45.97,47.26,45.54,2.90M,1.80%,2017
2017-06-05,46.11,45.62,46.43,45.42,2.88M,0.79%,2017
2017-06-02,45.75,46.11,46.22,45.26,3.64M,-1.93%,2017
2017-06-01,46.65,46.08,47.24,45.46,2.89M,1.66%,2017
2017-05-31,45.89,46.12,46.25,45.13,4.68M,-1.67%,2017
2017-05-30,46.67,47.53,47.6,46.37,4.54M,-3.05%,2017
2017-05-26,48.14,47.95,48.21,47.08,3.14M,0.71%,2017
2017-05-25,47.8,49.03,50.6,47.58,4.19M,-3.53%,2017
2017-05-24,49.55,49.43,49.97,49.23,3.42M,-0.04%,2017
2017-05-23,49.57,49.25,49.91,48.8,2.92M,0.67%,2017
2017-05-22,49.24,49.44,49.97,48.91,2.80M,0.63%,2017
2017-05-19,48.93,48.2,49.38,47.95,3.65M,2.41%,2017
2017-05-18,47.78,47.61,48.24,47.16,2.83M,-0.35%,2017
2017-05-17,47.95,48.37,48.92,47.67,2.73M,-1.70%,2017
2017-05-16,48.78,50.06,50.16,48.4,2.86M,-1.87%,2017
2017-05-15,49.71,51.26,51.26,49.62,4.62M,0.69%,2017
2017-05-12,49.37,49.52,49.79,49.08,3.56M,-0.58%,2017
2017-05-11,49.66,49.36,49.92,49.2,4.99M,0.87%,2017
2017-05-10,49.23,48.18,49.55,48.06,4.23M,2.93%,2017
2017-05-09,47.83,48.43,48.5,47.68,3.17M,-1.24%,2017
2017-05-08,48.43,47.44,48.49,47.21,4.02M,2.13%,2017
2017-05-05,47.42,46.45,47.48,46.18,4.35M,3.45%,2017
2017-05-04,45.84,46.39,46.39,45.29,5.05M,-2.20%,2017
2017-05-03,46.87,46.81,47.4,46.55,3.54M,-0.30%,2017
2017-05-02,47.01,48.22,48.32,46.75,3.32M,-2.00%,2017
2017-05-01,47.97,48.64,48.8,47.81,3.42M,-1.76%,2017
2017-04-28,48.83,50.26,50.35,48.77,2.88M,-1.87%,2017
2017-04-27,49.76,49.05,49.91,47.99,5.81M,0.50%,2017
2017-04-26,49.51,51.1,52.0,49.28,8.58M,1.79%,2017
2017-04-25,48.64,47.84,48.8,47.37,5.37M,2.06%,2017
2017-04-24,47.66,47.96,48.0,47.16,3.79M,0.74%,2017
2017-04-21,47.31,46.6,47.59,46.6,3.32M,0.90%,2017
2017-04-20,46.89,46.89,47.39,46.35,3.34M,0.41%,2017
2017-04-19,46.7,48.26,48.52,46.56,4.02M,-3.09%,2017
2017-04-18,48.19,48.94,49.19,47.95,3.58M,-2.47%,2017
2017-04-17,49.41,49.42,49.57,48.92,3.42M,-0.06%,2017
2017-04-13,49.44,50.41,50.79,49.16,3.49M,-2.23%,2017
2017-04-12,50.57,51.0,52.1,50.31,6.39M,-1.06%,2017
2017-04-11,51.11,50.52,51.17,49.79,6.05M,2.28%,2017
2017-04-10,49.97,48.56,50.3,48.55,4.23M,4.00%,2017
2017-04-07,48.05,48.35,48.77,47.98,2.17M,-0.39%,2017
2017-04-06,48.24,47.65,48.28,47.5,3.64M,2.18%,2017
2017-04-05,47.21,48.24,48.59,47.1,5.83M,-0.90%,2017
2017-04-04,47.64,47.11,47.7,46.51,6.30M,1.43%,2017
2017-04-03,46.97,48.37,48.53,46.58,4.99M,-2.57%,2017
2017-03-31,48.21,48.82,49.31,47.94,5.02M,-1.57%,2017
2017-03-30,48.98,50.0,50.47,48.75,7.16M,-1.57%,2017
2017-03-29,49.76,47.44,49.93,47.37,5.02M,4.87%,2017
2017-03-28,47.45,46.0,47.58,45.83,4.14M,3.63%,2017
2017-03-27,45.79,45.5,45.89,45.12,3.25M,-0.67%,2017
2017-03-24,46.1,46.69,47.13,45.89,2.63M,-0.95%,2017
2017-03-23,46.54,46.69,47.1,46.45,2.57M,-0.64%,2017
2017-03-22,46.84,47.46,47.46,46.64,2.77M,-1.74%,2017
2017-03-21,47.67,48.53,48.62,47.27,3.03M,-1.30%,2017
2017-03-20,48.3,47.84,48.44,47.48,3.23M,0.08%,2017
2017-03-17,48.26,48.71,48.94,48.08,3.24M,-0.68%,2017
2017-03-16,48.59,49.16,49.24,48.21,2.47M,-1.14%,2017
2017-03-15,49.15,47.71,49.31,47.36,3.99M,4.20%,2017
2017-03-14,47.17,47.13,47.31,46.15,3.52M,-1.30%,2017
2017-03-13,47.79,47.11,47.92,47.11,6.24M,0.78%,2017
2017-03-10,47.42,48.84,48.95,47.06,3.43M,-1.98%,2017
2017-03-09,48.38,47.91,48.55,46.83,4.18M,1.07%,2017
2017-03-08,47.87,49.17,49.69,47.78,3.79M,-3.31%,2017
